Ref_Date,GEO,INT,Vector,Coordinate,Value
1985/12,Ontario,Out-migrants,v509063,7.2,12527
1986/03,Ontario,Out-migrants,v509063,7.2,9422
1986/06,Ontario,Out-migrants,v509063,7.2,12452
1986/09,Ontario,Out-migrants,v509063,7.2,23032
1986/12,Ontario,Out-migrants,v509063,7.2,11824
1987/03,Ontario,Out-migrants,v509063,7.2,10359
1987/06,Ontario,Out-migrants,v509063,7.2,13227
1987/09,Ontario,Out-migrants,v509063,7.2,24593
1987/12,Ontario,Out-migrants,v509063,7.2,15530
1988/03,Ontario,Out-migrants,v509063,7.2,11908
1988/06,Ontario,Out-migrants,v509063,7.2,15520
1988/09,Ontario,Out-migrants,v509063,7.2,30864
1988/12,Ontario,Out-migrants,v509063,7.2,17512
1989/03,Ontario,Out-migrants,v509063,7.2,13524
1989/06,Ontario,Out-migrants,v509063,7.2,17573
1989/09,Ontario,Out-migrants,v509063,7.2,34169
1989/12,Ontario,Out-migrants,v509063,7.2,19422
1990/03,Ontario,Out-migrants,v509063,7.2,15029
1990/06,Ontario,Out-migrants,v509063,7.2,23748
1990/09,Ontario,Out-migrants,v509063,7.2,35676
1990/12,Ontario,Out-migrants,v509063,7.2,16430
1991/03,Ontario,Out-migrants,v509063,7.2,11713
1991/06,Ontario,Out-migrants,v509063,7.2,20731
1991/09,Ontario,Out-migrants,v509063,7.2,32941
1991/12,Ontario,Out-migrants,v509063,7.2,15730
1992/03,Ontario,Out-migrants,v509063,7.2,12543
1992/06,Ontario,Out-migrants,v509063,7.2,20644
1992/09,Ontario,Out-migrants,v509063,7.2,32671
1992/12,Ontario,Out-migrants,v509063,7.2,15662
1993/03,Ontario,Out-migrants,v509063,7.2,12511
1993/06,Ontario,Out-migrants,v509063,7.2,19730
1993/09,Ontario,Out-migrants,v509063,7.2,29546
1993/12,Ontario,Out-migrants,v509063,7.2,13299
1994/03,Ontario,Out-migrants,v509063,7.2,12351
1994/06,Ontario,Out-migrants,v509063,7.2,18849
1994/09,Ontario,Out-migrants,v509063,7.2,25340
1994/12,Ontario,Out-migrants,v509063,7.2,13995
1995/03,Ontario,Out-migrants,v509063,7.2,12609
1995/06,Ontario,Out-migrants,v509063,7.2,17799
1995/09,Ontario,Out-migrants,v509063,7.2,23911
1995/12,Ontario,Out-migrants,v509063,7.2,15945
1996/03,Ontario,Out-migrants,v509063,7.2,13365
1996/06,Ontario,Out-migrants,v509063,7.2,18660
1996/09,Ontario,Out-migrants,v509063,7.2,23620
1996/12,Ontario,Out-migrants,v509063,7.2,13046
1997/03,Ontario,Out-migrants,v509063,7.2,13514
1997/06,Ontario,Out-migrants,v509063,7.2,17821
1997/09,Ontario,Out-migrants,v509063,7.2,21861
1997/12,Ontario,Out-migrants,v509063,7.2,11114
1998/03,Ontario,Out-migrants,v509063,7.2,14555
1998/06,Ontario,Out-migrants,v509063,7.2,18455
1998/09,Ontario,Out-migrants,v509063,7.2,18428
1998/12,Ontario,Out-migrants,v509063,7.2,10518
1999/03,Ontario,Out-migrants,v509063,7.2,11037
1999/06,Ontario,Out-migrants,v509063,7.2,16132
1999/09,Ontario,Out-migrants,v509063,7.2,18435
1999/12,Ontario,Out-migrants,v509063,7.2,10206
2000/03,Ontario,Out-migrants,v509063,7.2,12238
2000/06,Ontario,Out-migrants,v509063,7.2,15655
2000/09,Ontario,Out-migrants,v509063,7.2,19261
2000/12,Ontario,Out-migrants,v509063,7.2,10651
2001/03,Ontario,Out-migrants,v509063,7.2,11129
2001/06,Ontario,Out-migrants,v509063,7.2,14852
2001/09,Ontario,Out-migrants,v509063,7.2,20916
2001/12,Ontario,Out-migrants,v509063,7.2,11302
2002/03,Ontario,Out-migrants,v509063,7.2,11658
2002/06,Ontario,Out-migrants,v509063,7.2,20853
2002/09,Ontario,Out-migrants,v509063,7.2,20905
2002/12,Ontario,Out-migrants,v509063,7.2,11651
2003/03,Ontario,Out-migrants,v509063,7.2,12099
2003/06,Ontario,Out-migrants,v509063,7.2,18944
2003/09,Ontario,Out-migrants,v509063,7.2,21323
2003/12,Ontario,Out-migrants,v509063,7.2,11255
2004/03,Ontario,Out-migrants,v509063,7.2,13344
2004/06,Ontario,Out-migrants,v509063,7.2,18199
2004/09,Ontario,Out-migrants,v509063,7.2,20993
2004/12,Ontario,Out-migrants,v509063,7.2,14212
2005/03,Ontario,Out-migrants,v509063,7.2,14033
2005/06,Ontario,Out-migrants,v509063,7.2,21426
2005/09,Ontario,Out-migrants,v509063,7.2,22959
2005/12,Ontario,Out-migrants,v509063,7.2,14356
2006/03,Ontario,Out-migrants,v509063,7.2,16181
2006/06,Ontario,Out-migrants,v509063,7.2,19753
2006/09,Ontario,Out-migrants,v509063,7.2,27836
2006/12,Ontario,Out-migrants,v509063,7.2,17417
2007/03,Ontario,Out-migrants,v509063,7.2,14329
2007/06,Ontario,Out-migrants,v509063,7.2,19256
2007/09,Ontario,Out-migrants,v509063,7.2,24962
2007/12,Ontario,Out-migrants,v509063,7.2,14385
2008/03,Ontario,Out-migrants,v509063,7.2,16113
2008/06,Ontario,Out-migrants,v509063,7.2,21008
2008/09,Ontario,Out-migrants,v509063,7.2,22929
2008/12,Ontario,Out-migrants,v509063,7.2,14794
2009/03,Ontario,Out-migrants,v509063,7.2,16924
2009/06,Ontario,Out-migrants,v509063,7.2,18412
2009/09,Ontario,Out-migrants,v509063,7.2,19631
2009/12,Ontario,Out-migrants,v509063,7.2,10956
2010/03,Ontario,Out-migrants,v509063,7.2,14840
2010/06,Ontario,Out-migrants,v509063,7.2,18976
2010/09,Ontario,Out-migrants,v509063,7.2,18030
2010/12,Ontario,Out-migrants,v509063,7.2,13128
2011/03,Ontario,Out-migrants,v509063,7.2,13365
2011/06,Ontario,Out-migrants,v509063,7.2,17801
2011/09,Ontario,Out-migrants,v509063,7.2,22585
2011/12,Ontario,Out-migrants,v509063,7.2,13683
2012/03,Ontario,Out-migrants,v509063,7.2,17332
2012/06,Ontario,Out-migrants,v509063,7.2,22943
2012/09,Ontario,Out-migrants,v509063,7.2,22529
2012/12,Ontario,Out-migrants,v509063,7.2,11995
2013/03,Ontario,Out-migrants,v509063,7.2,16436
2013/06,Ontario,Out-migrants,v509063,7.2,24648
2013/09,Ontario,Out-migrants,v509063,7.2,21093
2013/12,Ontario,Out-migrants,v509063,7.2,13348
2014/03,Ontario,Out-migrants,v509063,7.2,17067
2014/06,Ontario,Out-migrants,v509063,7.2,26894
2014/09,Ontario,Out-migrants,v509063,7.2,20588
2014/12,Ontario,Out-migrants,v509063,7.2,13518
2015/03,Ontario,Out-migrants,v509063,7.2,18350
2015/06,Ontario,Out-migrants,v509063,7.2,26160
2015/09,Ontario,Out-migrants,v509063,7.2,21452
2015/12,Ontario,Out-migrants,v509063,7.2,10412
2016/03,Ontario,Out-migrants,v509063,7.2,15038
2016/06,Ontario,Out-migrants,v509063,7.2,21899
2016/09,Ontario,Out-migrants,v509063,7.2,18001
2016/12,Ontario,Out-migrants,v509063,7.2,9483
2017/03,Ontario,Out-migrants,v509063,7.2,16177
2017/06,Ontario,Out-migrants,v509063,7.2,21779
1961/09,Manitoba,In-migrants,v509049,8.1,8640
1961/12,Manitoba,In-migrants,v509049,8.1,7651
1962/03,Manitoba,In-migrants,v509049,8.1,5007
1962/06,Manitoba,In-migrants,v509049,8.1,4824
1962/09,Manitoba,In-migrants,v509049,8.1,7993
1962/12,Manitoba,In-migrants,v509049,8.1,8309
1963/03,Manitoba,In-migrants,v509049,8.1,4883
1963/06,Manitoba,In-migrants,v509049,8.1,5614
1963/09,Manitoba,In-migrants,v509049,8.1,8544
1963/12,Manitoba,In-migrants,v509049,8.1,7010
1964/03,Manitoba,In-migrants,v509049,8.1,5148
1964/06,Manitoba,In-migrants,v509049,8.1,5023
1964/09,Manitoba,In-migrants,v509049,8.1,8991
1964/12,Manitoba,In-migrants,v509049,8.1,7237
1965/03,Manitoba,In-migrants,v509049,8.1,5290
1965/06,Manitoba,In-migrants,v509049,8.1,4519
1965/09,Manitoba,In-migrants,v509049,8.1,9014
1965/12,Manitoba,In-migrants,v509049,8.1,8598
1966/03,Manitoba,In-migrants,v509049,8.1,5071
1966/06,Manitoba,In-migrants,v509049,8.1,4628
1966/09,Manitoba,In-migrants,v509049,8.1,8995
1966/12,Manitoba,In-migrants,v509049,8.1,9063
1967/03,Manitoba,In-migrants,v509049,8.1,5887
1967/06,Manitoba,In-migrants,v509049,8.1,5389
1967/09,Manitoba,In-migrants,v509049,8.1,9352
1967/12,Manitoba,In-migrants,v509049,8.1,8506
1968/03,Manitoba,In-migrants,v509049,8.1,5644
1968/06,Manitoba,In-migrants,v509049,8.1,5447
1968/09,Manitoba,In-migrants,v509049,8.1,6737
1968/12,Manitoba,In-migrants,v509049,8.1,9086
1969/03,Manitoba,In-migrants,v509049,8.1,5823
1969/06,Manitoba,In-migrants,v509049,8.1,5105
1969/09,Manitoba,In-migrants,v509049,8.1,8034
1969/12,Manitoba,In-migrants,v509049,8.1,8123
1970/03,Manitoba,In-migrants,v509049,8.1,6523
1970/06,Manitoba,In-migrants,v509049,8.1,4991
1970/09,Manitoba,In-migrants,v509049,8.1,7029
1970/12,Manitoba,In-migrants,v509049,8.1,10006
1971/03,Manitoba,In-migrants,v509049,8.1,6092
1971/06,Manitoba,In-migrants,v509049,8.1,5175
1971/09,Manitoba,In-migrants,v509049,8.1,8794
1971/12,Manitoba,In-migrants,v509049,8.1,7354
1972/03,Manitoba,In-migrants,v509049,8.1,5350
1972/06,Manitoba,In-migrants,v509049,8.1,4519
1972/09,Manitoba,In-migrants,v509049,8.1,8205
1972/12,Manitoba,In-migrants,v509049,8.1,8035
1973/03,Manitoba,In-migrants,v509049,8.1,7529
1973/06,Manitoba,In-migrants,v509049,8.1,5672
1973/09,Manitoba,In-migrants,v509049,8.1,9931
1973/12,Manitoba,In-migrants,v509049,8.1,10648
1974/03,Manitoba,In-migrants,v509049,8.1,6658
1974/06,Manitoba,In-migrants,v509049,8.1,6250
1974/09,Manitoba,In-migrants,v509049,8.1,9262
1974/12,Manitoba,In-migrants,v509049,8.1,8026
1975/03,Manitoba,In-migrants,v509049,8.1,6859
1975/06,Manitoba,In-migrants,v509049,8.1,5461
1975/09,Manitoba,In-migrants,v509049,8.1,8240
1975/12,Manitoba,In-migrants,v509049,8.1,7822
1976/03,Manitoba,In-migrants,v509049,8.1,5402
1976/06,Manitoba,In-migrants,v509049,8.1,4892
1976/09,Manitoba,In-migrants,v509049,8.1,9477
1976/12,Manitoba,In-migrants,v509049,8.1,4610
1977/03,Manitoba,In-migrants,v509049,8.1,3800
1977/06,Manitoba,In-migrants,v509049,8.1,4977
1977/09,Manitoba,In-migrants,v509049,8.1,8627
1977/12,Manitoba,In-migrants,v509049,8.1,4164
1978/03,Manitoba,In-migrants,v509049,8.1,3455
1978/06,Manitoba,In-migrants,v509049,8.1,4515
1978/09,Manitoba,In-migrants,v509049,8.1,7811
1978/12,Manitoba,In-migrants,v509049,8.1,3757
1979/03,Manitoba,In-migrants,v509049,8.1,3120
1979/06,Manitoba,In-migrants,v509049,8.1,4086
1979/09,Manitoba,In-migrants,v509049,8.1,7732
1979/12,Manitoba,In-migrants,v509049,8.1,3753
1980/03,Manitoba,In-migrants,v509049,8.1,3129
1980/06,Manitoba,In-migrants,v509049,8.1,4076
1980/09,Manitoba,In-migrants,v509049,8.1,8385
1980/12,Manitoba,In-migrants,v509049,8.1,4143
1981/03,Manitoba,In-migrants,v509049,8.1,3460
1981/06,Manitoba,In-migrants,v509049,8.1,4480
1981/09,Manitoba,In-migrants,v509049,8.1,8472
1981/12,Manitoba,In-migrants,v509049,8.1,4608
1982/03,Manitoba,In-migrants,v509049,8.1,3750
1982/06,Manitoba,In-migrants,v509049,8.1,4771
1982/09,Manitoba,In-migrants,v509049,8.1,8347
1982/12,Manitoba,In-migrants,v509049,8.1,3919
1983/03,Manitoba,In-migrants,v509049,8.1,3311
1983/06,Manitoba,In-migrants,v509049,8.1,4877
1983/09,Manitoba,In-migrants,v509049,8.1,7639
1983/12,Manitoba,In-migrants,v509049,8.1,3566
1984/03,Manitoba,In-migrants,v509049,8.1,3035
1984/06,Manitoba,In-migrants,v509049,8.1,3491
1984/09,Manitoba,In-migrants,v509049,8.1,6484
1984/12,Manitoba,In-migrants,v509049,8.1,4519
1985/03,Manitoba,In-migrants,v509049,8.1,2961
1985/06,Manitoba,In-migrants,v509049,8.1,3018
1985/09,Manitoba,In-migrants,v509049,8.1,6564
1985/12,Manitoba,In-migrants,v509049,8.1,4600
1986/03,Manitoba,In-migrants,v509049,8.1,3023
1986/06,Manitoba,In-migrants,v509049,8.1,3123
1986/09,Manitoba,In-migrants,v509049,8.1,6628
1986/12,Manitoba,In-migrants,v509049,8.1,4795
1987/03,Manitoba,In-migrants,v509049,8.1,3410
1987/06,Manitoba,In-migrants,v509049,8.1,3011
1987/09,Manitoba,In-migrants,v509049,8.1,6724
1987/12,Manitoba,In-migrants,v509049,8.1,4996
1988/03,Manitoba,In-migrants,v509049,8.1,3079
1988/06,Manitoba,In-migrants,v509049,8.1,2767
1988/09,Manitoba,In-migrants,v509049,8.1,5841
1988/12,Manitoba,In-migrants,v509049,8.1,4358
1989/03,Manitoba,In-migrants,v509049,8.1,2867
1989/06,Manitoba,In-migrants,v509049,8.1,3018
1989/09,Manitoba,In-migrants,v509049,8.1,6056
1989/12,Manitoba,In-migrants,v509049,8.1,4520
1990/03,Manitoba,In-migrants,v509049,8.1,2961
1990/06,Manitoba,In-migrants,v509049,8.1,3893
1990/09,Manitoba,In-migrants,v509049,8.1,6708
1990/12,Manitoba,In-migrants,v509049,8.1,3180
1991/03,Manitoba,In-migrants,v509049,8.1,2691
1991/06,Manitoba,In-migrants,v509049,8.1,3862
1991/09,Manitoba,In-migrants,v509049,8.1,6493
1991/12,Manitoba,In-migrants,v509049,8.1,2929
1992/03,Manitoba,In-migrants,v509049,8.1,2589
1992/06,Manitoba,In-migrants,v509049,8.1,3944
1992/09,Manitoba,In-migrants,v509049,8.1,6459
1992/12,Manitoba,In-migrants,v509049,8.1,2931
1993/03,Manitoba,In-migrants,v509049,8.1,2607
1993/06,Manitoba,In-migrants,v509049,8.1,3851
1993/09,Manitoba,In-migrants,v509049,8.1,5417
1993/12,Manitoba,In-migrants,v509049,8.1,2719
1994/03,Manitoba,In-migrants,v509049,8.1,2827
1994/06,Manitoba,In-migrants,v509049,8.1,4290
1994/09,Manitoba,In-migrants,v509049,8.1,5263
1994/12,Manitoba,In-migrants,v509049,8.1,2986
1995/03,Manitoba,In-migrants,v509049,8.1,3430
1995/06,Manitoba,In-migrants,v509049,8.1,4211
1995/09,Manitoba,In-migrants,v509049,8.1,5040
1995/12,Manitoba,In-migrants,v509049,8.1,2832
1996/03,Manitoba,In-migrants,v509049,8.1,3144
1996/06,Manitoba,In-migrants,v509049,8.1,4059
1996/09,Manitoba,In-migrants,v509049,8.1,4812
1996/12,Manitoba,In-migrants,v509049,8.1,2346
1997/03,Manitoba,In-migrants,v509049,8.1,3326
1997/06,Manitoba,In-migrants,v509049,8.1,3399
1997/09,Manitoba,In-migrants,v509049,8.1,4519
1997/12,Manitoba,In-migrants,v509049,8.1,1926
1998/03,Manitoba,In-migrants,v509049,8.1,3905
1998/06,Manitoba,In-migrants,v509049,8.1,4556
1998/09,Manitoba,In-migrants,v509049,8.1,4445
1998/12,Manitoba,In-migrants,v509049,8.1,2417
1999/03,Manitoba,In-migrants,v509049,8.1,3320
1999/06,Manitoba,In-migrants,v509049,8.1,3803
1999/09,Manitoba,In-migrants,v509049,8.1,4563
1999/12,Manitoba,In-migrants,v509049,8.1,2325
2000/03,Manitoba,In-migrants,v509049,8.1,3549
2000/06,Manitoba,In-migrants,v509049,8.1,3638
2000/09,Manitoba,In-migrants,v509049,8.1,4254
2000/12,Manitoba,In-migrants,v509049,8.1,2289
2001/03,Manitoba,In-migrants,v509049,8.1,2810
2001/06,Manitoba,In-migrants,v509049,8.1,3270
2001/09,Manitoba,In-migrants,v509049,8.1,4398
2001/12,Manitoba,In-migrants,v509049,8.1,2482
2002/03,Manitoba,In-migrants,v509049,8.1,3065
2002/06,Manitoba,In-migrants,v509049,8.1,4015
2002/09,Manitoba,In-migrants,v509049,8.1,4073
2002/12,Manitoba,In-migrants,v509049,8.1,2396
2003/03,Manitoba,In-migrants,v509049,8.1,3256
2003/06,Manitoba,In-migrants,v509049,8.1,3982
2003/09,Manitoba,In-migrants,v509049,8.1,3841
2003/12,Manitoba,In-migrants,v509049,8.1,2211
2004/03,Manitoba,In-migrants,v509049,8.1,3252
2004/06,Manitoba,In-migrants,v509049,8.1,3997
2004/09,Manitoba,In-migrants,v509049,8.1,3683
2004/12,Manitoba,In-migrants,v509049,8.1,2408
2005/03,Manitoba,In-migrants,v509049,8.1,2898
2005/06,Manitoba,In-migrants,v509049,8.1,3191
2005/09,Manitoba,In-migrants,v509049,8.1,3712
2005/12,Manitoba,In-migrants,v509049,8.1,1794
2006/03,Manitoba,In-migrants,v509049,8.1,2788
2006/06,Manitoba,In-migrants,v509049,8.1,3150
2006/09,Manitoba,In-migrants,v509049,8.1,4042
2006/12,Manitoba,In-migrants,v509049,8.1,2659
2007/03,Manitoba,In-migrants,v509049,8.1,2850
2007/06,Manitoba,In-migrants,v509049,8.1,2939
2007/09,Manitoba,In-migrants,v509049,8.1,4269
2007/12,Manitoba,In-migrants,v509049,8.1,2385
2008/03,Manitoba,In-migrants,v509049,8.1,2827
2008/06,Manitoba,In-migrants,v509049,8.1,3230
2008/09,Manitoba,In-migrants,v509049,8.1,3725
2008/12,Manitoba,In-migrants,v509049,8.1,2427
2009/03,Manitoba,In-migrants,v509049,8.1,2822
2009/06,Manitoba,In-migrants,v509049,8.1,2942
2009/09,Manitoba,In-migrants,v509049,8.1,3384
2009/12,Manitoba,In-migrants,v509049,8.1,1946
2010/03,Manitoba,In-migrants,v509049,8.1,3088
2010/06,Manitoba,In-migrants,v509049,8.1,3368
2010/09,Manitoba,In-migrants,v509049,8.1,3112
2010/12,Manitoba,In-migrants,v509049,8.1,2367
2011/03,Manitoba,In-migrants,v509049,8.1,2713
2011/06,Manitoba,In-migrants,v509049,8.1,2893
2011/09,Manitoba,In-migrants,v509049,8.1,3637
2011/12,Manitoba,In-migrants,v509049,8.1,2267
2012/03,Manitoba,In-migrants,v509049,8.1,2801
2012/06,Manitoba,In-migrants,v509049,8.1,3932
2012/09,Manitoba,In-migrants,v509049,8.1,3389
2012/12,Manitoba,In-migrants,v509049,8.1,1975
2013/03,Manitoba,In-migrants,v509049,8.1,2663
2013/06,Manitoba,In-migrants,v509049,8.1,3488
2013/09,Manitoba,In-migrants,v509049,8.1,3035
2013/12,Manitoba,In-migrants,v509049,8.1,1782
2014/03,Manitoba,In-migrants,v509049,8.1,2367
2014/06,Manitoba,In-migrants,v509049,8.1,3551
2014/09,Manitoba,In-migrants,v509049,8.1,2651
2014/12,Manitoba,In-migrants,v509049,8.1,1726
2015/03,Manitoba,In-migrants,v509049,8.1,2922
2015/06,Manitoba,In-migrants,v509049,8.1,4364
2015/09,Manitoba,In-migrants,v509049,8.1,3523
2015/12,Manitoba,In-migrants,v509049,8.1,1965
2016/03,Manitoba,In-migrants,v509049,8.1,3166
2016/06,Manitoba,In-migrants,v509049,8.1,3824
2016/09,Manitoba,In-migrants,v509049,8.1,2920
2016/12,Manitoba,In-migrants,v509049,8.1,1897
2017/03,Manitoba,In-migrants,v509049,8.1,3013
2017/06,Manitoba,In-migrants,v509049,8.1,4015
1961/09,Manitoba,Out-migrants,v509064,8.2,8650
1961/12,Manitoba,Out-migrants,v509064,8.2,7681
1962/03,Manitoba,Out-migrants,v509064,8.2,5310
1962/06,Manitoba,Out-migrants,v509064,8.2,5080
1962/09,Manitoba,Out-migrants,v509064,8.2,9089
1962/12,Manitoba,Out-migrants,v509064,8.2,7831
1963/03,Manitoba,Out-migrants,v509064,8.2,4805
1963/06,Manitoba,Out-migrants,v509064,8.2,6094
1963/09,Manitoba,Out-migrants,v509064,8.2,9909
1963/12,Manitoba,Out-migrants,v509064,8.2,7863
1964/03,Manitoba,Out-migrants,v509064,8.2,6050
1964/06,Manitoba,Out-migrants,v509064,8.2,5444
1964/09,Manitoba,Out-migrants,v509064,8.2,10866
1964/12,Manitoba,Out-migrants,v509064,8.2,9049
1965/03,Manitoba,Out-migrants,v509064,8.2,6629
1965/06,Manitoba,Out-migrants,v509064,8.2,6430
1965/09,Manitoba,Out-migrants,v509064,8.2,13788
1965/12,Manitoba,Out-migrants,v509064,8.2,11537
1966/03,Manitoba,Out-migrants,v509064,8.2,7112
1966/06,Manitoba,Out-migrants,v509064,8.2,7308
1966/09,Manitoba,Out-migrants,v509064,8.2,15667
1966/12,Manitoba,Out-migrants,v509064,8.2,12240
1967/03,Manitoba,Out-migrants,v509064,8.2,5874
1967/06,Manitoba,Out-migrants,v509064,8.2,6156
1967/09,Manitoba,Out-migrants,v509064,8.2,12254
1967/12,Manitoba,Out-migrants,v509064,8.2,11094
1968/03,Manitoba,Out-migrants,v509064,8.2,6766
1968/06,Manitoba,Out-migrants,v509064,8.2,5574
1968/09,Manitoba,Out-migrants,v509064,8.2,8353
1968/12,Manitoba,Out-migrants,v509064,8.2,11651
1969/03,Manitoba,Out-migrants,v509064,8.2,6793
1969/06,Manitoba,Out-migrants,v509064,8.2,6346
1969/09,Manitoba,Out-migrants,v509064,8.2,12019
1969/12,Manitoba,Out-migrants,v509064,8.2,11454
1970/03,Manitoba,Out-migrants,v509064,8.2,6772
1970/06,Manitoba,Out-migrants,v509064,8.2,7354
1970/09,Manitoba,Out-migrants,v509064,8.2,11218
1970/12,Manitoba,Out-migrants,v509064,8.2,10912
1971/03,Manitoba,Out-migrants,v509064,8.2,6855
1971/06,Manitoba,Out-migrants,v509064,8.2,5881
1971/09,Manitoba,Out-migrants,v509064,8.2,12008
1971/12,Manitoba,Out-migrants,v509064,8.2,9922
1972/03,Manitoba,Out-migrants,v509064,8.2,6711
1972/06,Manitoba,Out-migrants,v509064,8.2,6256
1972/09,Manitoba,Out-migrants,v509064,8.2,11198
1972/12,Manitoba,Out-migrants,v509064,8.2,9679
1973/03,Manitoba,Out-migrants,v509064,8.2,7438
1973/06,Manitoba,Out-migrants,v509064,8.2,6615
1973/09,Manitoba,Out-migrants,v509064,8.2,11309
1973/12,Manitoba,Out-migrants,v509064,8.2,10618
1974/03,Manitoba,Out-migrants,v509064,8.2,6450
1974/06,Manitoba,Out-migrants,v509064,8.2,6766
1974/09,Manitoba,Out-migrants,v509064,8.2,12049
1974/12,Manitoba,Out-migrants,v509064,8.2,10331
1975/03,Manitoba,Out-migrants,v509064,8.2,7270
1975/06,Manitoba,Out-migrants,v509064,8.2,6077
1975/09,Manitoba,Out-migrants,v509064,8.2,10805
1975/12,Manitoba,Out-migrants,v509064,8.2,8364
1976/03,Manitoba,Out-migrants,v509064,8.2,6079
1976/06,Manitoba,Out-migrants,v509064,8.2,6090
1976/09,Manitoba,Out-migrants,v509064,8.2,10720
1976/12,Manitoba,Out-migrants,v509064,8.2,5435
1977/03,Manitoba,Out-migrants,v509064,8.2,4330
1977/06,Manitoba,Out-migrants,v509064,8.2,5910
1977/09,Manitoba,Out-migrants,v509064,8.2,10313
1977/12,Manitoba,Out-migrants,v509064,8.2,5265
1978/03,Manitoba,Out-migrants,v509064,8.2,4155
1978/06,Manitoba,Out-migrants,v509064,8.2,5702
1978/09,Manitoba,Out-migrants,v509064,8.2,11956
1978/12,Manitoba,Out-migrants,v509064,8.2,6095
1979/03,Manitoba,Out-migrants,v509064,8.2,4837
1979/06,Manitoba,Out-migrants,v509064,8.2,6632
1979/09,Manitoba,Out-migrants,v509064,8.2,13162
1979/12,Manitoba,Out-migrants,v509064,8.2,6768
1980/03,Manitoba,Out-migrants,v509064,8.2,5316
1980/06,Manitoba,Out-migrants,v509064,8.2,7308
1980/09,Manitoba,Out-migrants,v509064,8.2,12086
1980/12,Manitoba,Out-migrants,v509064,8.2,6195
1981/03,Manitoba,Out-migrants,v509064,8.2,4876
1981/06,Manitoba,Out-migrants,v509064,8.2,6714
1981/09,Manitoba,Out-migrants,v509064,8.2,10373
1981/12,Manitoba,Out-migrants,v509064,8.2,5000
1982/03,Manitoba,Out-migrants,v509064,8.2,3796
1982/06,Manitoba,Out-migrants,v509064,8.2,5057
1982/09,Manitoba,Out-migrants,v509064,8.2,7086
1982/12,Manitoba,Out-migrants,v509064,8.2,3720
1983/03,Manitoba,Out-migrants,v509064,8.2,3026
1983/06,Manitoba,Out-migrants,v509064,8.2,4078
1983/09,Manitoba,Out-migrants,v509064,8.2,6762
1983/12,Manitoba,Out-migrants,v509064,8.2,3530
1984/03,Manitoba,Out-migrants,v509064,8.2,2884
1984/06,Manitoba,Out-migrants,v509064,8.2,4216
1984/09,Manitoba,Out-migrants,v509064,8.2,6425
1984/12,Manitoba,Out-migrants,v509064,8.2,3565
1985/03,Manitoba,Out-migrants,v509064,8.2,2960
1985/06,Manitoba,Out-migrants,v509064,8.2,4627
1985/09,Manitoba,Out-migrants,v509064,8.2,7122
1985/12,Manitoba,Out-migrants,v509064,8.2,3989
1986/03,Manitoba,Out-migrants,v509064,8.2,3305
1986/06,Manitoba,Out-migrants,v509064,8.2,5191
1986/09,Manitoba,Out-migrants,v509064,8.2,7857
1986/12,Manitoba,Out-migrants,v509064,8.2,4246
1987/03,Manitoba,Out-migrants,v509064,8.2,3562
1987/06,Manitoba,Out-migrants,v509064,8.2,4938
1987/09,Manitoba,Out-migrants,v509064,8.2,9268
1987/12,Manitoba,Out-migrants,v509064,8.2,5054
1988/03,Manitoba,Out-migrants,v509064,8.2,3798
1988/06,Manitoba,Out-migrants,v509064,8.2,5321
1988/09,Manitoba,Out-migrants,v509064,8.2,9659
1988/12,Manitoba,Out-migrants,v509064,8.2,5948
1989/03,Manitoba,Out-migrants,v509064,8.2,4352
1989/06,Manitoba,Out-migrants,v509064,8.2,5438
1989/09,Manitoba,Out-migrants,v509064,8.2,10405
1989/12,Manitoba,Out-migrants,v509064,8.2,6442
1990/03,Manitoba,Out-migrants,v509064,8.2,4746
1990/06,Manitoba,Out-migrants,v509064,8.2,6198
1990/09,Manitoba,Out-migrants,v509064,8.2,10015
1990/12,Manitoba,Out-migrants,v509064,8.2,4492
1991/03,Manitoba,Out-migrants,v509064,8.2,3695
1991/06,Manitoba,Out-migrants,v509064,8.2,5779
1991/09,Manitoba,Out-migrants,v509064,8.2,9697
1991/12,Manitoba,Out-migrants,v509064,8.2,4349
1992/03,Manitoba,Out-migrants,v509064,8.2,3902
1992/06,Manitoba,Out-migrants,v509064,8.2,5648
1992/09,Manitoba,Out-migrants,v509064,8.2,8818
1992/12,Manitoba,Out-migrants,v509064,8.2,3972
1993/03,Manitoba,Out-migrants,v509064,8.2,3554
1993/06,Manitoba,Out-migrants,v509064,8.2,5048
1993/09,Manitoba,Out-migrants,v509064,8.2,7395
1993/12,Manitoba,Out-migrants,v509064,8.2,3803
1994/03,Manitoba,Out-migrants,v509064,8.2,3558
1994/06,Manitoba,Out-migrants,v509064,8.2,5111
1994/09,Manitoba,Out-migrants,v509064,8.2,6664
1994/12,Manitoba,Out-migrants,v509064,8.2,4043
1995/03,Manitoba,Out-migrants,v509064,8.2,3385
1995/06,Manitoba,Out-migrants,v509064,8.2,5018
1995/09,Manitoba,Out-migrants,v509064,8.2,6932
1995/12,Manitoba,Out-migrants,v509064,8.2,3522
1996/03,Manitoba,Out-migrants,v509064,8.2,3462
1996/06,Manitoba,Out-migrants,v509064,8.2,4725
1996/09,Manitoba,Out-migrants,v509064,8.2,6385
1996/12,Manitoba,Out-migrants,v509064,8.2,3527
