"country1","country2","year","exports"
"Slovenia","Qatar",2000,0.31
"Slovenia","United Arab Emirates",2000,11.6
"Slovenia","Oman",2000,2.06
"Slovenia","Afghanistan",2000,0.15
"Slovenia","Turkmenistan",2000,0.3
"Slovenia","Tajikistan",2000,0
"Slovenia","Kyrgyzstan",2000,0.1
"Slovenia","Uzbekistan",2000,2.07
"Slovenia","Kazakhstan",2000,6.92
"Slovenia","China",2000,17.83
"Slovenia","Mongolia",2000,0
"Slovenia","Taiwan",2000,29.94374
"Slovenia","North Korea",2000,0.1
"Slovenia","South Korea",2000,12.99
"Slovenia","Japan",2000,22.47
"Slovenia","India",2000,16.59
"Slovenia","Bhutan",2000,0
"Slovenia","Pakistan",2000,4.41
"Slovenia","Bangladesh",2000,0.37
"Slovenia","Myanmar",2000,0
"Slovenia","Sri Lanka",2000,0.83
"Slovenia","Maldives",2000,0
"Slovenia","Nepal",2000,0.05
"Slovenia","Thailand",2000,5.98
"Slovenia","Cambodia",2000,0
"Slovenia","Laos",2000,0.05
"Slovenia","Vietnam",2000,0.01
"Slovenia","Malaysia",2000,0.94
"Slovenia","Singapore",2000,2.8
"Slovenia","Brunei",2000,0
"Slovenia","Philippines",2000,1.31
"Slovenia","Indonesia",2000,4.13
"Slovenia","Australia",2000,27.25
"Slovenia","Papua New Guinea",2000,0.04
"Slovenia","New Zealand",2000,3.33
"Slovenia","Vanuatu",2000,0
"Slovenia","Solomon Islands",2000,0
"Slovenia","Kiribati",2000,0
"Slovenia","Tuvalu",2000,0
"Slovenia","Fiji",2000,0
"Slovenia","Tonga",2000,0
"Slovenia","Nauru",2000,0
"Slovenia","Marshall Islands",2000,NA
"Slovenia","Palau",2000,NA
"Slovenia","Federated States of Micronesia",2000,NA
"Slovenia","Samoa",2000,0
"Greece","United States of America",2000,656.6
"Greece","Canada",2000,76.46
"Greece","Bahamas",2000,28.69
"Greece","Cuba",2000,0.71
"Greece","Haiti",2000,0.47
"Greece","Dominican Republic",2000,0.62
"Greece","Jamaica",2000,0.5
"Greece","Trinidad and Tobago",2000,0.23
"Greece","Barbados",2000,0.08
"Greece","Dominica",2000,0.01
"Greece","Grenada",2000,0.05
"Greece","St. Lucia",2000,0.27
"Greece","St. Vincent and the Grenadines",2000,0.01
"Greece","Antigua & Barbuda",2000,3.51
"Greece","St. Kitts and Nevis",2000,0.01
"Greece","Mexico",2000,32.83
"Greece","Belize",2000,0
"Greece","Guatemala",2000,0.21
"Greece","Honduras",2000,0.08
"Greece","El Salvador",2000,0.26
"Greece","Nicaragua",2000,0
"Greece","Costa Rica",2000,0.32
"Greece","Panama",2000,0.63
"Greece","Colombia",2000,2.48
"Greece","Venezuela",2000,1.6
"Greece","Guyana",2000,0.77
"Greece","Suriname",2000,0.33
"Greece","Ecuador",2000,0.33
"Greece","Peru",2000,1.27
"Greece","Brazil",2000,36.41
"Greece","Bolivia",2000,0.08
"Greece","Paraguay",2000,3.14
"Greece","Chile",2000,2.88
"Greece","Argentina",2000,15.41
"Greece","Uruguay",2000,7.22
"Greece","United Kingdom",2000,665.93
"Greece","Ireland",2000,26.53
"Greece","Netherlands",2000,267.56
"Greece","Belgium",2000,294.89
"Greece","Luxembourg",2000,5.15
"Greece","France",2000,443.54
"Greece","Monaco",2000,NA
"Greece","Liechtenstein",2000,NA
"Greece","Switzerland",2000,80.59
"Greece","Spain",2000,289.17
"Greece","Andorra",2000,NA
"Greece","Portugal",2000,71.01
"Greece","Germany",2000,1513.61
"Greece","Poland",2000,98.43
"Greece","Austria",2000,102.94
"Greece","Hungary",2000,54
"Greece","Czech Republic",2000,63.55
"Greece","Slovakia",2000,19.44
"Greece","Italy",2000,1181.59
"Greece","San Marino",2000,NA
"Greece","Malta",2000,14.78
"Greece","Albania",2000,288.87
"Greece","Macedonia",2000,200.09
"Greece","Croatia",2000,23.32
"Greece","Yugoslavia",2000,141.34
"Greece","Bosnia and Herzegovina",2000,24.15
"Greece","Slovenia",2000,21.74
"Greece","Cyprus",2000,331.12
"Greece","Bulgaria",2000,317.97
"Greece","Moldova",2000,14.99
"Greece","Romania",2000,371.88
"Greece","Russia",2000,124.99
"Greece","Estonia",2000,3.39
"Greece","Latvia",2000,6.72
"Greece","Lithuania",2000,5.81
"Greece","Ukraine",2000,38.5
"Greece","Belarus",2000,3.94
"Greece","Armenia",2000,54
"Greece","Georgia",2000,8.67
"Greece","Azerbaijan",2000,3.38
"Greece","Finland",2000,66.43
"Greece","Sweden",2000,133.24
"Greece","Norway",2000,46.71
"Greece","Denmark",2000,80.67
"Greece","Iceland",2000,1.26
"Greece","Cape Verde",2000,0.14
"Greece","Sao Tome and Principe",2000,0.58
"Greece","Guinea-Bissau",2000,0
"Greece","Equatorial Guinea",2000,0
"Greece","Gambia",2000,0.08
"Greece","Mali",2000,1.76
"Greece","Senegal",2000,0.59
"Greece","Benin",2000,0.36
"Greece","Mauritania",2000,2.91
"Greece","Niger",2000,0.08
"Greece","Ivory Coast",2000,0.83
"Greece","Guinea",2000,0.93
"Greece","Burkina Faso",2000,0.24
"Greece","Liberia",2000,52.87
"Greece","Sierra Leone",2000,3.84
"Greece","Ghana",2000,1.07
"Greece","Togo",2000,0.12
"Greece","Cameroon",2000,7.39
"Greece","Nigeria",2000,38.59
"Greece","Gabon",2000,1.05
"Greece","Central African Republic",2000,0.04
"Greece","Chad",2000,0.25
"Greece","Congo",2000,0.12
"Greece","Democratic Republic of the Congo",2000,0.11
"Greece","Uganda",2000,1.17
"Greece","Kenya",2000,6.7
"Greece","Tanzania",2000,2.66
"Greece","Burundi",2000,0.1
"Greece","Rwanda",2000,0.12
"Greece","Somalia",2000,0.27
"Greece","Djibouti",2000,0.54
"Greece","Ethiopia",2000,6.14
"Greece","Eritrea",2000,1.76
"Greece","Angola",2000,0.29
"Greece","Mozambique",2000,0.15
"Greece","Zambia",2000,0.14
"Greece","Zimbabwe",2000,0.24
"Greece","Malawi",2000,0.03
"Greece","South Africa",2000,10.85
"Greece","Namibia",2000,0.23
"Greece","Lesotho",2000,0
"Greece","Botswana",2000,0.01
"Greece","Swaziland",2000,0.02
"Greece","Madagascar",2000,0.26
"Greece","Comoros",2000,0.29
"Greece","Mauritius",2000,0.45
"Greece","Seychelles",2000,0.11
"Greece","Morocco",2000,19.52
"Greece","Algeria",2000,36.84
"Greece","Tunisia",2000,44.27
"Greece","Libya",2000,23.72
"Greece","Sudan",2000,4.9
"Greece","Iran",2000,10.42
"Greece","Turkey",2000,430.81
"Greece","Iraq",2000,2.31
"Greece","Egypt",2000,126.94
"Greece","Syria",2000,56.15
"Greece","Lebanon",2000,157.22
"Greece","Jordan",2000,27.81
"Greece","Israel",2000,138.5
"Greece","Saudi Arabia",2000,49.93
"Greece","Yemen",2000,3.14
"Greece","Kuwait",2000,7.25
"Greece","Bahrain",2000,8.79
"Greece","Qatar",2000,9.09
"Greece","United Arab Emirates",2000,40
"Greece","Oman",2000,2.06
"Greece","Afghanistan",2000,0.46
"Greece","Turkmenistan",2000,0.1
"Greece","Tajikistan",2000,0
"Greece","Kyrgyzstan",2000,0.2
"Greece","Uzbekistan",2000,1.34
"Greece","Kazakhstan",2000,2.21
"Greece","China",2000,96.45
"Greece","Mongolia",2000,0.16
"Greece","Taiwan",2000,21.6134
"Greece","North Korea",2000,1.49
"Greece","South Korea",2000,31
"Greece","Japan",2000,88.65
"Greece","India",2000,23.23
"Greece","Bhutan",2000,0
"Greece","Pakistan",2000,8.04
"Greece","Bangladesh",2000,1.3
"Greece","Myanmar",2000,1.02
"Greece","Sri Lanka",2000,1.01
"Greece","Maldives",2000,0.34
"Greece","Nepal",2000,0.2
"Greece","Thailand",2000,7.43
"Greece","Cambodia",2000,0.11
"Greece","Laos",2000,0.05
"Greece","Vietnam",2000,2.48
"Greece","Malaysia",2000,9.48
"Greece","Singapore",2000,29.82
"Greece","Brunei",2000,0.07
"Greece","Philippines",2000,2.78
"Greece","Indonesia",2000,14.73
"Greece","Australia",2000,66.71
"Greece","Papua New Guinea",2000,0
"Greece","New Zealand",2000,5.64
"Greece","Vanuatu",2000,0.35
"Greece","Solomon Islands",2000,0.46
"Greece","Kiribati",2000,0.01
"Greece","Tuvalu",2000,0.09
"Greece","Fiji",2000,0
"Greece","Tonga",2000,0
"Greece","Nauru",2000,0.33
"Greece","Marshall Islands",2000,NA
"Greece","Palau",2000,NA
"Greece","Federated States of Micronesia",2000,NA
"Greece","Samoa",2000,0
"Cyprus","United States of America",2000,24.9
"Cyprus","Canada",2000,1.83
"Cyprus","Bahamas",2000,0.07
"Cyprus","Cuba",2000,0.12
"Cyprus","Haiti",2000,0
"Cyprus","Dominican Republic",2000,0
"Cyprus","Jamaica",2000,0.13
"Cyprus","Trinidad and Tobago",2000,0.06
"Cyprus","Barbados",2000,0.27
"Cyprus","Dominica",2000,0.08
"Cyprus","Grenada",2000,0
"Cyprus","St. Lucia",2000,0.01
"Cyprus","St. Vincent and the Grenadines",2000,0
"Cyprus","Antigua & Barbuda",2000,0
"Cyprus","St. Kitts and Nevis",2000,0
"Cyprus","Mexico",2000,0
"Cyprus","Belize",2000,0
"Cyprus","Guatemala",2000,0.02
"Cyprus","Honduras",2000,0
"Cyprus","El Salvador",2000,0
"Cyprus","Nicaragua",2000,0
"Cyprus","Costa Rica",2000,0.57
"Cyprus","Panama",2000,0.09
"Cyprus","Colombia",2000,0.02
"Cyprus","Venezuela",2000,0.61
"Cyprus","Guyana",2000,0.07
"Cyprus","Suriname",2000,0.53
"Cyprus","Ecuador",2000,0.03
"Cyprus","Peru",2000,0.03
"Cyprus","Brazil",2000,0.99
"Cyprus","Bolivia",2000,0.01
"Cyprus","Paraguay",2000,0
"Cyprus","Chile",2000,0.07
"Cyprus","Argentina",2000,0.14
"Cyprus","Uruguay",2000,0.15
"Cyprus","United Kingdom",2000,323.56
"Cyprus","Ireland",2000,5.03
"Cyprus","Netherlands",2000,17.34
"Cyprus","Belgium",2000,16.24
"Cyprus","Luxembourg",2000,0.1
"Cyprus","France",2000,312.23
"Cyprus","Monaco",2000,NA
"Cyprus","Liechtenstein",2000,NA
"Cyprus","Switzerland",2000,2.84
"Cyprus","Spain",2000,20.56
"Cyprus","Andorra",2000,NA
"Cyprus","Portugal",2000,1.61
"Cyprus","Germany",2000,167.15
"Cyprus","Poland",2000,0.75
"Cyprus","Austria",2000,2.53
"Cyprus","Hungary",2000,3.2
"Cyprus","Czech Republic",2000,4.99
"Cyprus","Slovakia",2000,3.01
"Cyprus","Italy",2000,21.41
"Cyprus","San Marino",2000,NA
"Cyprus","Malta",2000,2.62
"Cyprus","Albania",2000,2.87
"Cyprus","Macedonia",2000,3.72
"Cyprus","Croatia",2000,15.9
"Cyprus","Yugoslavia",2000,6.65
"Cyprus","Bosnia and Herzegovina",2000,0.33
"Cyprus","Slovenia",2000,0.59
"Cyprus","Greece",2000,74.76
"Cyprus","Bulgaria",2000,5.57
"Cyprus","Moldova",2000,0.14
"Cyprus","Romania",2000,9.75
"Cyprus","Russia",2000,34.98
"Cyprus","Estonia",2000,0.51
"Cyprus","Latvia",2000,0.57
"Cyprus","Lithuania",2000,0.11
"Cyprus","Ukraine",2000,29.4
"Cyprus","Belarus",2000,1.83
"Cyprus","Armenia",2000,5.8
"Cyprus","Georgia",2000,8.51
"Cyprus","Azerbaijan",2000,0.05
"Cyprus","Finland",2000,2.1
"Cyprus","Sweden",2000,5.64
"Cyprus","Norway",2000,4
"Cyprus","Denmark",2000,3.41
"Cyprus","Iceland",2000,0.03
"Cyprus","Cape Verde",2000,0
"Cyprus","Sao Tome and Principe",2000,0
"Cyprus","Guinea-Bissau",2000,0.03
"Cyprus","Equatorial Guinea",2000,0
"Cyprus","Gambia",2000,0.03
"Cyprus","Mali",2000,0.04
"Cyprus","Senegal",2000,0
"Cyprus","Benin",2000,0.02
"Cyprus","Mauritania",2000,0.03
"Cyprus","Niger",2000,0.01
"Cyprus","Ivory Coast",2000,0.01
"Cyprus","Guinea",2000,8.4
"Cyprus","Burkina Faso",2000,0
"Cyprus","Liberia",2000,0
"Cyprus","Sierra Leone",2000,0.23
"Cyprus","Ghana",2000,1.07
"Cyprus","Togo",2000,0.12
"Cyprus","Cameroon",2000,0
"Cyprus","Nigeria",2000,1.21
"Cyprus","Gabon",2000,0.02
"Cyprus","Central African Republic",2000,0
"Cyprus","Chad",2000,0
"Cyprus","Congo",2000,0
"Cyprus","Democratic Republic of the Congo",2000,0
"Cyprus","Uganda",2000,0.37
"Cyprus","Kenya",2000,0.85
"Cyprus","Tanzania",2000,0.42
"Cyprus","Burundi",2000,0
"Cyprus","Rwanda",2000,0
"Cyprus","Somalia",2000,0.04
"Cyprus","Djibouti",2000,0.16
"Cyprus","Ethiopia",2000,0.32
"Cyprus","Eritrea",2000,0
"Cyprus","Angola",2000,0.15
"Cyprus","Mozambique",2000,0
"Cyprus","Zambia",2000,0.07
"Cyprus","Zimbabwe",2000,0.4
"Cyprus","Malawi",2000,0.1
"Cyprus","South Africa",2000,1.16
"Cyprus","Namibia",2000,0
"Cyprus","Lesotho",2000,0
"Cyprus","Botswana",2000,0
"Cyprus","Swaziland",2000,0
"Cyprus","Madagascar",2000,0.02
"Cyprus","Comoros",2000,0.05
"Cyprus","Mauritius",2000,0.29
"Cyprus","Seychelles",2000,0.04
"Cyprus","Morocco",2000,12.39
"Cyprus","Algeria",2000,1.29
"Cyprus","Tunisia",2000,2.28
"Cyprus","Libya",2000,6.63
"Cyprus","Sudan",2000,2.77
"Cyprus","Iran",2000,10.4
"Cyprus","Turkey",2000,10.29
"Cyprus","Iraq",2000,5.71
"Cyprus","Egypt",2000,27.1
"Cyprus","Syria",2000,68.4
"Cyprus","Lebanon",2000,10.2
"Cyprus","Jordan",2000,5.72
"Cyprus","Israel",2000,29.2
"Cyprus","Saudi Arabia",2000,11.57
"Cyprus","Yemen",2000,1.12
"Cyprus","Kuwait",2000,6.13
"Cyprus","Bahrain",2000,1.62
"Cyprus","Qatar",2000,2.65
"Cyprus","United Arab Emirates",2000,11.8
"Cyprus","Oman",2000,4.13
"Cyprus","Afghanistan",2000,0.27
"Cyprus","Turkmenistan",2000,0.4
"Cyprus","Tajikistan",2000,0
"Cyprus","Kyrgyzstan",2000,0
"Cyprus","Uzbekistan",2000,0.03
"Cyprus","Kazakhstan",2000,2.12
"Cyprus","China",2000,5.66
"Cyprus","Mongolia",2000,0
"Cyprus","Taiwan",2000,1.880935
"Cyprus","North Korea",2000,0.01
"Cyprus","South Korea",2000,1.01
"Cyprus","Japan",2000,2.6
"Cyprus","India",2000,1.38
"Cyprus","Bhutan",2000,0
"Cyprus","Pakistan",2000,0.84
"Cyprus","Bangladesh",2000,0.3
"Cyprus","Myanmar",2000,1.02
"Cyprus","Sri Lanka",2000,8.86
"Cyprus","Maldives",2000,0.04
"Cyprus","Nepal",2000,0
"Cyprus","Thailand",2000,2.73
"Cyprus","Cambodia",2000,0.01
"Cyprus","Laos",2000,0.01
"Cyprus","Vietnam",2000,4.64
"Cyprus","Malaysia",2000,4.25
"Cyprus","Singapore",2000,11.91
"Cyprus","Brunei",2000,0.17
"Cyprus","Philippines",2000,0.27
"Cyprus","Indonesia",2000,0.3
"Cyprus","Australia",2000,3.1
"Cyprus","Papua New Guinea",2000,0
"Cyprus","New Zealand",2000,0.09
"Cyprus","Vanuatu",2000,0
"Cyprus","Solomon Islands",2000,0
"Cyprus","Kiribati",2000,0
"Cyprus","Tuvalu",2000,0
"Cyprus","Fiji",2000,0.04
"Cyprus","Tonga",2000,0
"Cyprus","Nauru",2000,0
"Cyprus","Marshall Islands",2000,NA
"Cyprus","Palau",2000,0
"Cyprus","Federated States of Micronesia",2000,NA
"Cyprus","Samoa",2000,0
"Bulgaria","United States of America",2000,249.5
"Bulgaria","Canada",2000,45.23
"Bulgaria","Bahamas",2000,0.04
"Bulgaria","Cuba",2000,14.76
"Bulgaria","Haiti",2000,0.29
"Bulgaria","Dominican Republic",2000,0.92
"Bulgaria","Jamaica",2000,0.14
"Bulgaria","Trinidad and Tobago",2000,0.03
"Bulgaria","Barbados",2000,0.11
"Bulgaria","Dominica",2000,0
"Bulgaria","Grenada",2000,0
"Bulgaria","St. Lucia",2000,0
"Bulgaria","St. Vincent and the Grenadines",2000,0
"Bulgaria","Antigua & Barbuda",2000,0.06
"Bulgaria","St. Kitts and Nevis",2000,0.01
"Bulgaria","Mexico",2000,22.31
"Bulgaria","Belize",2000,0.04
"Bulgaria","Guatemala",2000,0.48
"Bulgaria","Honduras",2000,0.53
"Bulgaria","El Salvador",2000,0.35
"Bulgaria","Nicaragua",2000,0
"Bulgaria","Costa Rica",2000,0.12
"Bulgaria","Panama",2000,0.02
"Bulgaria","Colombia",2000,1.79
"Bulgaria","Venezuela",2000,0.18
"Bulgaria","Guyana",2000,0
"Bulgaria","Suriname",2000,0
"Bulgaria","Ecuador",2000,0.11
"Bulgaria","Peru",2000,7.08
"Bulgaria","Brazil",2000,6.01
"Bulgaria","Bolivia",2000,0.02
"Bulgaria","Paraguay",2000,0.02
"Bulgaria","Chile",2000,0.23
"Bulgaria","Argentina",2000,4.2
"Bulgaria","Uruguay",2000,0.48
"Bulgaria","United Kingdom",2000,132.58
"Bulgaria","Ireland",2000,3.91
"Bulgaria","Netherlands",2000,92.85
"Bulgaria","Belgium",2000,446.37
"Bulgaria","Luxembourg",2000,0.05
"Bulgaria","France",2000,277.11
"Bulgaria","Monaco",2000,NA
"Bulgaria","Liechtenstein",2000,NA
"Bulgaria","Switzerland",2000,28.19
"Bulgaria","Spain",2000,111.06
"Bulgaria","Andorra",2000,NA
"Bulgaria","Portugal",2000,13.69
"Bulgaria","Germany",2000,545.34
"Bulgaria","Poland",2000,35.37
"Bulgaria","Austria",2000,90.74
"Bulgaria","Hungary",2000,34.9
"Bulgaria","Czech Republic",2000,25.76
"Bulgaria","Slovakia",2000,8.16
"Bulgaria","Italy",2000,679.17
"Bulgaria","San Marino",2000,NA
"Bulgaria","Malta",2000,3.56
"Bulgaria","Albania",2000,25.99
"Bulgaria","Macedonia",2000,97.38
"Bulgaria","Croatia",2000,6.99
"Bulgaria","Yugoslavia",2000,411.91
"Bulgaria","Bosnia and Herzegovina",2000,9.94
"Bulgaria","Slovenia",2000,45.74
"Bulgaria","Greece",2000,392.05
"Bulgaria","Cyprus",2000,9.4
"Bulgaria","Moldova",2000,13.6
"Bulgaria","Romania",2000,87.78
"Bulgaria","Russia",2000,115.77
"Bulgaria","Estonia",2000,4.56
"Bulgaria","Latvia",2000,9.09
"Bulgaria","Lithuania",2000,11.67
"Bulgaria","Ukraine",2000,60.4
"Bulgaria","Belarus",2000,15.28
"Bulgaria","Armenia",2000,7.22
"Bulgaria","Georgia",2000,15.66
"Bulgaria","Azerbaijan",2000,11.85
"Bulgaria","Finland",2000,10.63
"Bulgaria","Sweden",2000,21.86
"Bulgaria","Norway",2000,11.39
"Bulgaria","Denmark",2000,30.52
"Bulgaria","Iceland",2000,0.4
"Bulgaria","Cape Verde",2000,0
"Bulgaria","Sao Tome and Principe",2000,0.02
"Bulgaria","Guinea-Bissau",2000,0
"Bulgaria","Equatorial Guinea",2000,0.02
"Bulgaria","Gambia",2000,0.07
"Bulgaria","Mali",2000,0.06
"Bulgaria","Senegal",2000,0.01
"Bulgaria","Benin",2000,0.07
"Bulgaria","Mauritania",2000,0
"Bulgaria","Niger",2000,0.77
"Bulgaria","Ivory Coast",2000,0.49
"Bulgaria","Guinea",2000,0.14
"Bulgaria","Burkina Faso",2000,0.01
"Bulgaria","Liberia",2000,0.13
"Bulgaria","Sierra Leone",2000,0.04
"Bulgaria","Ghana",2000,4.45
"Bulgaria","Togo",2000,0
"Bulgaria","Cameroon",2000,1.02
"Bulgaria","Nigeria",2000,12.92
"Bulgaria","Gabon",2000,0.01
"Bulgaria","Central African Republic",2000,0
"Bulgaria","Chad",2000,0
"Bulgaria","Congo",2000,0
"Bulgaria","Democratic Republic of the Congo",2000,0
"Bulgaria","Uganda",2000,0.08
"Bulgaria","Kenya",2000,0.49
"Bulgaria","Tanzania",2000,1.37
"Bulgaria","Burundi",2000,0.01
"Bulgaria","Rwanda",2000,0.01
"Bulgaria","Somalia",2000,0
"Bulgaria","Djibouti",2000,0.01
"Bulgaria","Ethiopia",2000,1.7
"Bulgaria","Eritrea",2000,0
"Bulgaria","Angola",2000,0.3
"Bulgaria","Mozambique",2000,0.02
"Bulgaria","Zambia",2000,0.22
"Bulgaria","Zimbabwe",2000,0.09
"Bulgaria","Malawi",2000,0
"Bulgaria","South Africa",2000,2.5
"Bulgaria","Namibia",2000,0.02
"Bulgaria","Lesotho",2000,0
"Bulgaria","Botswana",2000,0
"Bulgaria","Swaziland",2000,0.02
"Bulgaria","Madagascar",2000,0.03
"Bulgaria","Comoros",2000,0
"Bulgaria","Mauritius",2000,0.1
"Bulgaria","Seychelles",2000,0.13
"Bulgaria","Morocco",2000,12.25
"Bulgaria","Algeria",2000,11.01
"Bulgaria","Tunisia",2000,4.59
"Bulgaria","Libya",2000,3.27
"Bulgaria","Sudan",2000,4.25
"Bulgaria","Iran",2000,21.67
"Bulgaria","Turkey",2000,465.41
"Bulgaria","Iraq",2000,3.52
"Bulgaria","Egypt",2000,32.6
"Bulgaria","Syria",2000,16.4
"Bulgaria","Lebanon",2000,20.13
"Bulgaria","Jordan",2000,7.35
"Bulgaria","Israel",2000,30
"Bulgaria","Saudi Arabia",2000,8.74
"Bulgaria","Yemen",2000,0.54
"Bulgaria","Kuwait",2000,1.24
"Bulgaria","Bahrain",2000,0.18
"Bulgaria","Qatar",2000,0.33
"Bulgaria","United Arab Emirates",2000,4.2
"Bulgaria","Oman",2000,0.47
"Bulgaria","Afghanistan",2000,9.32
"Bulgaria","Turkmenistan",2000,3.5
"Bulgaria","Tajikistan",2000,0.2
"Bulgaria","Kyrgyzstan",2000,0.8
"Bulgaria","Uzbekistan",2000,2.91
"Bulgaria","Kazakhstan",2000,3.27
"Bulgaria","China",2000,9.76
"Bulgaria","Mongolia",2000,3.58
"Bulgaria","Taiwan",2000,13.7552
"Bulgaria","North Korea",2000,0.61
"Bulgaria","South Korea",2000,9.08
"Bulgaria","Japan",2000,24.94
"Bulgaria","India",2000,19.38
"Bulgaria","Bhutan",2000,0.03
"Bulgaria","Pakistan",2000,1.55
"Bulgaria","Bangladesh",2000,0.2
"Bulgaria","Myanmar",2000,0.04
"Bulgaria","Sri Lanka",2000,0.77
"Bulgaria","Maldives",2000,0
"Bulgaria","Nepal",2000,0.11
"Bulgaria","Thailand",2000,7.64
"Bulgaria","Cambodia",2000,0.18
"Bulgaria","Laos",2000,0
"Bulgaria","Vietnam",2000,4.53
"Bulgaria","Malaysia",2000,2.92
"Bulgaria","Singapore",2000,21.93
"Bulgaria","Brunei",2000,0
"Bulgaria","Philippines",2000,1.11
"Bulgaria","Indonesia",2000,9.35
"Bulgaria","Australia",2000,4.14
"Bulgaria","Papua New Guinea",2000,0.05
"Bulgaria","New Zealand",2000,0.35
"Bulgaria","Vanuatu",2000,0
"Bulgaria","Solomon Islands",2000,0
"Bulgaria","Kiribati",2000,0
"Bulgaria","Tuvalu",2000,0
"Bulgaria","Fiji",2000,0.03
"Bulgaria","Tonga",2000,0
"Bulgaria","Nauru",2000,0
"Bulgaria","Marshall Islands",2000,NA
"Bulgaria","Palau",2000,0
"Bulgaria","Federated States of Micronesia",2000,NA
"Bulgaria","Samoa",2000,0
"Moldova","United States of America",2000,122.2
"Moldova","Canada",2000,5.46
"Moldova","Bahamas",2000,0
"Moldova","Cuba",2000,0
"Moldova","Haiti",2000,NA
"Moldova","Dominican Republic",2000,NA
"Moldova","Jamaica",2000,0
"Moldova","Trinidad and Tobago",2000,NA
"Moldova","Barbados",2000,0
"Moldova","Dominica",2000,NA
"Moldova","Grenada",2000,NA
"Moldova","St. Lucia",2000,NA
"Moldova","St. Vincent and the Grenadines",2000,NA
"Moldova","Antigua & Barbuda",2000,0
"Moldova","St. Kitts and Nevis",2000,0
"Moldova","Mexico",2000,0
"Moldova","Belize",2000,NA
"Moldova","Guatemala",2000,NA
"Moldova","Honduras",2000,NA
"Moldova","El Salvador",2000,0
"Moldova","Nicaragua",2000,NA
"Moldova","Costa Rica",2000,0
"Moldova","Panama",2000,0
"Moldova","Colombia",2000,0
"Moldova","Venezuela",2000,0
"Moldova","Guyana",2000,NA
"Moldova","Suriname",2000,NA
"Moldova","Ecuador",2000,0
"Moldova","Peru",2000,0.22
"Moldova","Brazil",2000,0.01
"Moldova","Bolivia",2000,0
"Moldova","Paraguay",2000,0
"Moldova","Chile",2000,0
"Moldova","Argentina",2000,0
"Moldova","Uruguay",2000,0
"Moldova","United Kingdom",2000,6
"Moldova","Ireland",2000,0
"Moldova","Netherlands",2000,9.18
"Moldova","Belgium",2000,2.77
"Moldova","Luxembourg",2000,0.18
"Moldova","France",2000,8.32
"Moldova","Monaco",2000,NA
"Moldova","Liechtenstein",2000,NA
"Moldova","Switzerland",2000,4.44
"Moldova","Spain",2000,16.66
"Moldova","Andorra",2000,NA
"Moldova","Portugal",2000,4.56
"Moldova","Germany",2000,60.84
"Moldova","Poland",2000,5.55
"Moldova","Austria",2000,12.68
"Moldova","Hungary",2000,4.3
"Moldova","Czech Republic",2000,2.51
"Moldova","Slovakia",2000,0.28
"Moldova","Italy",2000,54.58
"Moldova","San Marino",2000,NA
"Moldova","Malta",2000,0
"Moldova","Albania",2000,0.06
"Moldova","Macedonia",2000,0
"Moldova","Croatia",2000,0
"Moldova","Yugoslavia",2000,0.19
"Moldova","Bosnia and Herzegovina",2000,0.01
"Moldova","Slovenia",2000,1.17
"Moldova","Greece",2000,3.49
"Moldova","Cyprus",2000,0
"Moldova","Bulgaria",2000,2.26
"Moldova","Romania",2000,41.3
"Moldova","Russia",2000,324.74
"Moldova","Estonia",2000,2.23
"Moldova","Latvia",2000,2.91
"Moldova","Lithuania",2000,4.25
"Moldova","Ukraine",2000,35.3
"Moldova","Belarus",2000,33.58
"Moldova","Armenia",2000,0.93
"Moldova","Georgia",2000,0.17
"Moldova","Azerbaijan",2000,1.74
"Moldova","Finland",2000,0.27
"Moldova","Sweden",2000,0.5
"Moldova","Norway",2000,0.01
"Moldova","Denmark",2000,0.09
"Moldova","Iceland",2000,0.06
"Moldova","Cape Verde",2000,NA
"Moldova","Sao Tome and Principe",2000,0.02
"Moldova","Guinea-Bissau",2000,0.01
"Moldova","Equatorial Guinea",2000,NA
"Moldova","Gambia",2000,NA
"Moldova","Mali",2000,NA
"Moldova","Senegal",2000,NA
"Moldova","Benin",2000,NA
"Moldova","Mauritania",2000,0.12
"Moldova","Niger",2000,0
"Moldova","Ivory Coast",2000,NA
"Moldova","Guinea",2000,0.26
"Moldova","Burkina Faso",2000,0
"Moldova","Liberia",2000,0
"Moldova","Sierra Leone",2000,0
"Moldova","Ghana",2000,0
"Moldova","Togo",2000,0
"Moldova","Cameroon",2000,NA
"Moldova","Nigeria",2000,0
"Moldova","Gabon",2000,NA
"Moldova","Central African Republic",2000,0
"Moldova","Chad",2000,NA
"Moldova","Congo",2000,0
"Moldova","Democratic Republic of the Congo",2000,0
"Moldova","Uganda",2000,0
"Moldova","Kenya",2000,0
"Moldova","Tanzania",2000,NA
"Moldova","Burundi",2000,NA
"Moldova","Rwanda",2000,0
"Moldova","Somalia",2000,NA
"Moldova","Djibouti",2000,NA
"Moldova","Ethiopia",2000,NA
"Moldova","Eritrea",2000,0
"Moldova","Angola",2000,0
"Moldova","Mozambique",2000,NA
"Moldova","Zambia",2000,0.01
"Moldova","Zimbabwe",2000,0
"Moldova","Malawi",2000,0
"Moldova","South Africa",2000,0
"Moldova","Namibia",2000,NA
"Moldova","Lesotho",2000,NA
"Moldova","Botswana",2000,NA
